INV_NO;DEPTO;OFICINA_NO;AUXILIAR;PARTIDA_NO;COD_ENTIDAD;COD_ANTIGUO;SERIE;DESCRIPCION;ESTADO;GEOGRAFICA;ESPECIFICA;EMP_NO;PROCEDENCIA;FECHA_INGRESO;OBSERVACIONES
AF-2886;LA PAZ;OF-01;PLASTIFICADORA;PART-03;20503170092;SIN CODIGO;-;PLASTIFICADORA MARCA UYUS MOD LS320;BUENO;CALLE BOLIVAR S/N;DEPOSITO PISO 4;E-33;ENTIDAD;31/3/2015;-
AF-2887;LA PAZ;OF-08;PLASTIFICADORA;PART-03;20503170093;SIN CODIGO;-;PLASTIFICADORA MARCA UYUS MOD. SLU320;BUENO;AV. JUAN PABLO II;PLANTA BAJA;E-30;ENTIDAD;31/3/2015;-
AF-2888;LA PAZ;OF-04;PLASTIFICADORA;PART-03;20503170216;SIN CODIGO;-;PLASTIFICADORA MARCA UYUS MOD. SLU320;BUENO;SUB-ALCALDIA DISTRITO - 1;ATENCION PREFERENCIAL MESA Nº 1;E-178;ENTIDAD;31/3/2015;-
AF-2889;LA PAZ;OF-01;PLASTIFICADORA;PART-03;20503170090;SIN CODIGO;-;PLASTIFICADORA MARCA UYUS POWER MOD SLU320;BUENO;CALLE BOLIVAR S/N;MESA 16;E-33;ENTIDAD;31/3/2015;-
AF-2890;LA PAZ;OF-01;PLASTIFICADORA;PART-03;SIN CODIGO;07-05-03-002;L2309;PLASTIFICADORA POUCH LAMINATOR MOD. LAMIART-9LSI S. L2309-8113;REGULAR;CALLE BOLIVAR S/N;DEPOSITO PISO 4;E-33;POL;31/3/2015;-
AF-2891;LA PAZ;OF-02;PLASTIFICADORA;PART-03;20503170295;SIN CODIGO;-;PLASTIFICADORA MARCA UYUS MOD. SLU320;BUENO;LA FLORIDA ZONA SUR;OPERACIONES;E-206;ENTIDAD;31/3/2015;-
AF-2892;LA PAZ;OF-04;PLASTIFICADORA;PART-03;20503170296;SIN CODIGO;-;PLASTIFICADORA MARCA UYUS MOD. SLU320;BUENO;SUB-ALCALDIA DISTRITO - 1;OPERACIONES MESA Nº 4;E-206;ENTIDAD;31/3/2015;-
AF-2893;LA PAZ;OF-08;PLASTIFICADORA;PART-03;20503170297;SIN CODIGO;-;PLASTIFICADORA MARCA UYUS MOD. SLU320;BUENO;AV. JUAN PABLO II;DEPOSITO ALMACEN;E-30;ENTIDAD;31/3/2015;-
AF-2894;LA PAZ;OF-01;DATA SHOW;PART-04;20104020004;SIN CODIGO;BKLB23000685;PROYECTOR MULTIMEDIA INFOCUS MOD. IN-2124 CON CONTROL REMOTO Y MALETIN C. NEGRO;BUENO;CALLE BOLIVAR S/N;DEPOSITO PISO 4;E-33;ENTIDAD;31/3/2015;-
AF-2895;LA PAZ;OF-01;RADIO;PART-02;20302150001;RC17063;-;RADIO DE BANDA ANCHA M. YAESU;REGULAR;CALLE BOLIVAR S/N;DEPOSITO PISO 4;E-33;POL;31/3/2015;PARA DAR BAJA
AF-2896;LA PAZ;OF-01;BIOMETRICO REGISTRO PERSONAL;PART-06;20306120007;SIN CODIGO;5306553050017.;REGISTRO PERSONAL MARCA ZKSOFTWARE MOD. ICLOCK700;BUENO;CALLE BOLIVAR S/N;CONTROL DE PERSONAL;E-74;ENTIDAD;31/3/2015;-
AF-2897;LA PAZ;OF-01;BIOMETRICO REGISTRO PERSONAL;PART-06;20306120009;SIN CODIGO;5306553050035.;REGISTRO PERSONAL MARCA ZKSOFTWARE MOD. ICLOCK700;BUENO;CALLE BOLIVAR S/N;CONTROL DE PERSONAL;E-74;ENTIDAD;31/3/2015;-
AF-2898;LA PAZ;OF-01;REGULADOR DE VOLTAJE;PART-03;20810100001;CNE-FRG-1610;09173602051796FNN;REGULADOR DE VOLTAJE MARCA OMEGA MOD. PCG-1200;REGULAR;CALLE BOLIVAR S/N;DEPOSITO PISO 4;E-33;ENTIDAD;31/3/2015;-
AF-2899;LA PAZ;OF-01;REGULADOR DE VOLTAJE;PART-03;20810100029;CNE-FRG-1587;09173602051241FNN;REGULADOR DE VOLTAJE MARCA OMEGA MOD. PCG-1200;REGULAR;CALLE BOLIVAR S/N;DEPOSITO PISO 4;E-33;ENTIDAD;31/3/2015;-
AF-2900;LA PAZ;OF-01;REGULADOR DE VOLTAJE;PART-03;20810100028;CNE-FRG-1573;09173602051381FNN;REGULADOR DE VOLTAJE MARCA OMEGA MOD. PCG-1200;REGULAR;CALLE BOLIVAR S/N;DEPOSITO PISO 4;E-33;ENTIDAD;31/3/2015;-
AF-2901;LA PAZ;OF-01;REGULADOR DE VOLTAJE;PART-03;20310100001;CNE-FRG-1559;09173602054360FNN;REGULADOR DE VOLTAJE MARCA OMEGA MOD. PCG-1200;REGULAR;CALLE BOLIVAR S/N;MESA 16;E-33;ENTIDAD;31/3/2015;-
AF-2902;LA PAZ;OF-01;ROPERO;PART-01;20301250002;PCDDNI021007;-;ROPERO DE MADERA DE DOS CUERPOS C. ROBLE 107X40X182 CM.;REGULAR;CALLE BOLIVAR S/N;SECRETARIA;E-119;POL;31/3/2015;-
AF-2903;LA PAZ;OF-01;SILLA;PART-01;20301040021;PCDDDIO70021;-;SILLA COLOR PLOMO EJECUTIVO;MALO;CALLE BOLIVAR S/N;DEPOSITO PISO 4;E-33;POL;31/3/2015;-
AF-2904;LA PAZ;OF-01;SILLA;PART-01;20301030286;11302,0207   PCGDI031028;-;SILLA DE ESTRUCTURA METALICA  CON APOYA BRAZOS Y TAPIZ DE CUERINA C. GRIS;REGULAR;CALLE BOLIVAR S/N;DEPOSITO PISO 4;E-33;POL;31/3/2015;PARA DAR BAJA
AF-2905;LA PAZ;OF-11;SILLA;PART-01;20301030028;01-13-02-0395;-;SILLA DE ESTRUCTURA METALICA C. PLOMO;REGULAR;AV. MANCO KAPAC PLAZA DEL ESTUDIANTE;OPERACIONES PISO 1;E-01;POL;31/3/2015;-
AF-2906;LA PAZ;OF-01;SILLA;PART-01;20301030035;01-13-02-0354;-;SILLA DE ESTRUCTURA METALICA C. PLOMO;REGULAR;CALLE BOLIVAR S/N;DEPOSITO PISO 5;E-33;POL;31/3/2015;-
AF-2907;LA PAZ;OF-11;SILLA;PART-01;20301030044;01-13-02-0380;-;SILLA DE ESTRUCTURA METALICA C. PLOMO;REGULAR;AV. MANCO KAPAC PLAZA DEL ESTUDIANTE;OPERACIONES PISO 1;E-01;POL;31/3/2015;-
AF-2908;LA PAZ;OF-11;SILLA;PART-01;20301030049;01-13-02-0434;-;SILLA DE ESTRUCTURA METALICA C. PLOMO;REGULAR;AV. MANCO KAPAC PLAZA DEL ESTUDIANTE;OPERACIONES PISO 1;E-01;POL;31/3/2015;-
AF-2909;LA PAZ;OF-01;SILLA;PART-01;20301030051;01-13-02-0319;-;SILLA DE ESTRUCTURA METALICA C. PLOMO;REGULAR;CALLE BOLIVAR S/N;DEPOSITO PISO 5;E-33;POL;31/3/2015;-
AF-2910;LA PAZ;OF-01;SILLA;PART-01;20301030088;01-10-02-0444;-;SILLA DE ESTRUCTURA METALICA C. PLOMO;REGULAR;CALLE BOLIVAR S/N;DEPOSITO PISO 5;E-33;POL;31/3/2015;-
AF-2911;LA PAZ;OF-11;SILLA;PART-01;20301030205;01-13-02-0335;-;SILLA DE ESTRUCTURA METALICA C. PLOMO;REGULAR;AV. MANCO KAPAC PLAZA DEL ESTUDIANTE;OPERACIONES PISO 1;E-01;POL;31/3/2015;-
AF-2912;LA PAZ;OF-01;SILLA;PART-01;20301030207;01-13-02-0390;-;SILLA DE ESTRUCTURA METALICA C. PLOMO;REGULAR;CALLE BOLIVAR S/N;DEPOSITO PISO 5;E-33;POL;31/3/2015;-
AF-2913;LA PAZ;OF-11;SILLA;PART-01;20301030209;01-13-02-0410;-;SILLA DE ESTRUCTURA METALICA C. PLOMO;REGULAR;AV. MANCO KAPAC PLAZA DEL ESTUDIANTE;OPERACIONES PISO 1;E-01;POL;31/3/2015;-
AF-2914;LA PAZ;OF-01;SILLA;PART-01;20301030230;01-13-02-0313;-;SILLA DE ESTRUCTURA METALICA C. PLOMO;REGULAR;CALLE BOLIVAR S/N;DEPOSITO PISO 5;E-33;POL;31/3/2015;-
AF-2915;LA PAZ;OF-01;SILLA;PART-01;20301030260;01-13-02-0312;-;SILLA DE ESTRUCTURA METALICA C. PLOMO;REGULAR;CALLE BOLIVAR S/N;DEPOSITO PISO 5;E-33;POL;31/3/2015;-
AF-2916;LA PAZ;OF-01;SILLA;PART-01;20301030265;01-13-02-0356;-;SILLA DE ESTRUCTURA METALICA C. PLOMO;REGULAR;CALLE BOLIVAR S/N;DEPOSITO PISO 5;E-33;POL;31/3/2015;-
AF-2917;LA PAZ;OF-01;SILLA;PART-01;20301030270;01-13-02-0305;-;SILLA DE ESTRUCTURA METALICA C. PLOMO;REGULAR;CALLE BOLIVAR S/N;DEPOSITO PISO 5;E-33;POL;31/3/2015;-
AF-2918;LA PAZ;OF-01;SILLA;PART-01;20301030288;01-13-02-0409;-;SILLA DE ESTRUCTURA METALICA C. PLOMO;REGULAR;CALLE BOLIVAR S/N;DEPOSITO PISO 5;E-33;POL;31/3/2015;-
AF-2919;LA PAZ;OF-11;SILLA;PART-01;20301030289;01-13-02-0443;-;SILLA DE ESTRUCTURA METALICA C. PLOMO;REGULAR;AV. MANCO KAPAC PLAZA DEL ESTUDIANTE;OPERACIONES PISO 1;E-01;POL;31/3/2015;-
AF-2920;LA PAZ;OF-01;SILLA;PART-01;20301030296;012-13-02-0435;-;SILLA DE ESTRUCTURA METALICA C. PLOMO;REGULAR;CALLE BOLIVAR S/N;DEPOSITO PISO 5;E-33;POL;31/3/2015;-
AF-2921;LA PAZ;OF-11;SILLA;PART-01;20301030343;011302-0441;-;SILLA DE ESTRUCTURA METALICA C. PLOMO;REGULAR;AV. MANCO KAPAC PLAZA DEL ESTUDIANTE;OPERACIONES PISO 1;E-01;POL;31/3/2015;-
AF-2922;LA PAZ;OF-11;SILLA;PART-01;20301030391;01-13-02-0405;-;SILLA DE ESTRUCTURA METALICA C. PLOMO;REGULAR;AV. MANCO KAPAC PLAZA DEL ESTUDIANTE;OPERACIONES PISO 1;E-01;POL;31/3/2015;-
AF-2923;LA PAZ;OF-11;SILLA;PART-01;SIN CODIGO;01-13-02-0317;-;SILLA DE ESTRUCTURA METALICA C. PLOMO;REGULAR;AV. MANCO KAPAC PLAZA DEL ESTUDIANTE;OPERACIONES PISO 1;E-01;POL;31/3/2015;-
AF-2924;LA PAZ;OF-01;SILLA;PART-01;SIN CODIGO;01-13-02-0370;-;SILLA DE ESTRUCTURA METALICA C. PLOMO;REGULAR;CALLE BOLIVAR S/N;DEPOSITO PISO 5;E-33;POL;31/3/2015;-
AF-2925;LA PAZ;OF-11;SILLA;PART-01;SIN CODIGO;01-13-02-0392;-;SILLA DE ESTRUCTURA METALICA C. PLOMO;REGULAR;AV. MANCO KAPAC PLAZA DEL ESTUDIANTE;OPERACIONES PISO 1;E-01;POL;31/3/2015;-
AF-2926;LA PAZ;OF-11;SILLA;PART-01;SIN CODIGO;01-13-02-0401;-;SILLA DE ESTRUCTURA METALICA C. PLOMO;REGULAR;AV. MANCO KAPAC PLAZA DEL ESTUDIANTE;OPERACIONES PISO 1;E-01;POL;31/3/2015;-
AF-2927;LA PAZ;OF-01;SILLA;PART-01;20301030029;11302,0206   PCGDIP031025;-;SILLA DE ESTRUCTURA METALICA CON APOYA BRAZOS Y TAPIZ DE TELA C. GRIS;REGULAR;CALLE BOLIVAR S/N;DEPOSITO PISO 4;E-33;POL;31/3/2015;PARA DAR BAJA
AF-2928;LA PAZ;OF-01;SILLA;PART-01;20301030328;01-13-02-0204;-;SILLA DE ESTRUCTURA METALICA CON APOYA BRAZOS Y TAPIZ DE TELA C. GRIS;MALO;CALLE BOLIVAR S/N;DEPOSITO PISO 4;E-33;POL;31/3/2015;PARA DAR BAJA
AF-2929;LA PAZ;OF-01;SILLA;PART-01;20301030066;SIN CODIGO;-;SILLA DE ESTRUCTURA METALICA CON TAPIZ DE CUERINA C. CAFÉ;MALO;CALLE BOLIVAR S/N;DEPOSITO PATIO;E-33;POL;31/3/2015;-
AF-2930;LA PAZ;OF-01;SILLA;PART-01;20301030095;012702-1194;-;SILLA DE ESTRUCTURA METALICA CON TAPIZ DE CUERINA C. NEGRO;REGULAR;CALLE BOLIVAR S/N;DEPOSITO PISO 5;E-33;POL;31/3/2015;-
AF-2931;LA PAZ;OF-01;SILLA;PART-01;20301030238;012702-1199;-;SILLA DE ESTRUCTURA METALICA CON TAPIZ DE CUERINA C. NEGRO;REGULAR;CALLE BOLIVAR S/N;DEPOSITO PISO 4;E-33;POL;31/3/2015;-
AF-2932;LA PAZ;OF-01;SILLA;PART-01;20301030308;012702-1192;-;SILLA DE ESTRUCTURA METALICA CON TAPIZ DE CUERINA C. NEGRO;MALO;CALLE BOLIVAR S/N;DEPOSITO PISO 5;E-33;POL;31/3/2015;-
AF-2933;LA PAZ;OF-01;SILLA;PART-01;20301030309;012702-1201;-;SILLA DE ESTRUCTURA METALICA CON TAPIZ DE CUERINA C. NEGRO;REGULAR;CALLE BOLIVAR S/N;DEPOSITO PISO 5;E-33;POL;31/3/2015;-
AF-2934;LA PAZ;OF-01;SILLA;PART-01;20301030310;012702-1197;-;SILLA DE ESTRUCTURA METALICA CON TAPIZ DE CUERINA C. NEGRO;REGULAR;CALLE BOLIVAR S/N;DEPOSITO PISO 5;E-33;POL;31/3/2015;-
AF-2935;LA PAZ;OF-01;SILLA;PART-01;20301030311;012702-1191;-;SILLA DE ESTRUCTURA METALICA CON TAPIZ DE CUERINA C. NEGRO;REGULAR;CALLE BOLIVAR S/N;DEPOSITO PISO 5;E-33;POL;31/3/2015;-
AF-2936;LA PAZ;OF-01;SILLA;PART-01;20301030313;012702-1193;-;SILLA DE ESTRUCTURA METALICA CON TAPIZ DE CUERINA C. NEGRO;MALO;CALLE BOLIVAR S/N;DEPOSITO PISO 5;E-33;POL;31/3/2015;-
AF-2937;LA PAZ;OF-01;SILLA;PART-01;20301030341;012702-1196;-;SILLA DE ESTRUCTURA METALICA CON TAPIZ DE CUERINA C. NEGRO;REGULAR;CALLE BOLIVAR S/N;DEPOSITO PISO 5;E-33;POL;31/3/2015;-
AF-2938;LA PAZ;OF-01;SILLA;PART-01;20301030385;012702-1195;-;SILLA DE ESTRUCTURA METALICA CON TAPIZ DE CUERINA C. NEGRO;REGULAR;CALLE BOLIVAR S/N;DEPOSITO PISO 5;E-33;POL;31/3/2015;-
AF-2939;LA PAZ;OF-01;SILLA;PART-01;SIN CODIGO;012702-1198;-;SILLA DE ESTRUCTURA METALICA CON TAPIZ DE CUERINA C. NEGRO;REGULAR;CALLE BOLIVAR S/N;DEPOSITO PISO 5;E-33;POL;31/3/2015;-
AF-2940;LA PAZ;OF-01;SILLA;PART-01;SIN CODIGO;012702-1200;-;SILLA DE ESTRUCTURA METALICA CON TAPIZ DE CUERINA C. NEGRO;REGULAR;CALLE BOLIVAR S/N;DEPOSITO PISO 5;E-33;POL;31/3/2015;-
AF-2941;LA PAZ;OF-01;SILLA;PART-01;SIN CODIGO;012702-1202;-;SILLA DE ESTRUCTURA METALICA CON TAPIZ DE CUERINA C. NEGRO;REGULAR;CALLE BOLIVAR S/N;DEPOSITO PISO 5;E-33;POL;31/3/2015;-
AF-2942;LA PAZ;OF-01;SILLA;PART-01;SIN CODIGO;012702-1203;-;SILLA DE ESTRUCTURA METALICA CON TAPIZ DE CUERINA C. NEGRO;REGULAR;CALLE BOLIVAR S/N;DEPOSITO PISO 5;E-33;POL;31/3/2015;-
AF-2943;LA PAZ;OF-01;SILLA;PART-01;SIN CODIGO;012702-1204;-;SILLA DE ESTRUCTURA METALICA CON TAPIZ DE CUERINA C. NEGRO;REGULAR;CALLE BOLIVAR S/N;DEPOSITO PISO 5;E-33;POL;31/3/2015;-
AF-2944;LA PAZ;OF-01;SILLA;PART-01;20301030284;011102-0889;-;SILLA DE ESTRUCTURA METALICA CON TAPIZ DE TELA C. NEGRO;MALO;CALLE BOLIVAR S/N;DEPOSITO PISO 4;E-33;POL;31/3/2015;PARA DAR BAJA
AF-2945;LA PAZ;OF-01;SILLA;PART-01;20301030099;SIN CODIGO;-;SILLA DE ESTRUCTURA METALICA TAPIZ CURINA CAFÉ;MALO;CALLE BOLIVAR S/N;DEPOSITO PISO 1;E-33;POL;31/3/2015;-
AF-2946;LA PAZ;OF-01;SILLA;PART-01;SIN CODIGO;910133;-;SILLA DE MADERA;MALO;CALLE BOLIVAR S/N;DEPOSITO PISO 5;E-33;POL;31/3/2015;-
AF-2947;LA PAZ;OF-01;SILLA;PART-01;SIN CODIGO;PCDDNI021013;-;SILLA DE MADERA;REGULAR;CALLE BOLIVAR S/N;DEPOSITO PATIO;E-33;POL;31/3/2015;-
AF-2948;LA PAZ;OF-01;SILLA;PART-01;SIN CODIGO;PCGDIP33/1097;-;SILLA DE MADERA;REGULAR;CALLE BOLIVAR S/N;DEPOSITO PATIO;E-33;POL;31/3/2015;-
AF-2949;LA PAZ;OF-01;SILLA;PART-01;SIN CODIGO;R011471X56;-;SILLA DE MADERA;MALO;CALLE BOLIVAR S/N;DEPOSITO PISO 5;E-33;POL;31/3/2015;-
AF-2950;LA PAZ;OF-01;SILLA;PART-01;20301030009;SIN CODIGO;-;SILLA DE MADERA C. CAFÉ;MALO;CALLE BOLIVAR S/N;DEPOSITO PISO 5;E-33;POL;31/3/2015;-
AF-2951;LA PAZ;OF-01;SILLA;PART-01;20301030091;PCDDDI071024;-;SILLA DE MADERA C. CAFÉ;MALO;CALLE BOLIVAR S/N;DEPOSITO PISO 5;E-33;POL;31/3/2015;-
AF-2952;LA PAZ;OF-01;SILLA;PART-01;20301030093;SIN CODIGO;-;SILLA DE MADERA C. CAFÉ;MALO;CALLE BOLIVAR S/N;DEPOSITO PISO 5;E-33;POL;31/3/2015;-
AF-2953;LA PAZ;OF-01;SILLA;PART-01;20301030097;PCDDDI070019;-;SILLA DE MADERA C. CAFÉ;MALO;CALLE BOLIVAR S/N;DEPOSITO PISO 5;E-33;POL;31/3/2015;-
AF-2954;LA PAZ;OF-01;SILLA;PART-01;20301030241;PCDDDI084028;-;SILLA DE MADERA C. CAFÉ;MALO;CALLE BOLIVAR S/N;DEPOSITO PISO 5;E-33;POL;31/3/2015;-
AF-2955;LA PAZ;OF-01;SILLA;PART-01;20301030242;PCDDDI075003;-;SILLA DE MADERA C. CAFÉ;MALO;CALLE BOLIVAR S/N;DEPOSITO PISO 5;E-33;POL;31/3/2015;-
AF-2956;LA PAZ;OF-01;SILLA;PART-01;20301030245;PCDDDI074030;-;SILLA DE MADERA C. CAFÉ;MALO;CALLE BOLIVAR S/N;DEPOSITO PISO 5;E-33;POL;31/3/2015;-
AF-2957;LA PAZ;OF-01;SILLA;PART-01;20301030246;SIN CODIGO;-;SILLA DE MADERA C. CAFÉ;MALO;CALLE BOLIVAR S/N;DEPOSITO PISO 5;E-33;POL;31/3/2015;-
AF-2958;LA PAZ;OF-01;SILLA;PART-01;20301030333;PDIP33-I-136;-;SILLA DE MADERA C. CAFÉ;MALO;CALLE BOLIVAR S/N;DEPOSITO PISO 5;E-33;POL;31/3/2015;-
AF-2959;LA PAZ;OF-01;SILLA;PART-01;20301030363;PCDDDI074023;-;SILLA DE MADERA C. CAFÉ;MALO;CALLE BOLIVAR S/N;DEPOSITO PISO 5;E-33;POL;31/3/2015;-
AF-2960;LA PAZ;OF-01;SILLA;PART-01;20301030370;PDIP331-131;-;SILLA DE MADERA C. CAFÉ;MALO;CALLE BOLIVAR S/N;DEPOSITO PISO 5;E-33;POL;31/3/2015;-
AF-2961;LA PAZ;OF-01;SILLA;PART-01;20301030389;SIN CODIGO;-;SILLA DE MADERA C. CAFÉ;MALO;CALLE BOLIVAR S/N;DEPOSITO PATIO;E-33;POL;31/3/2015;-
AF-2962;LA PAZ;OF-01;SILLA;PART-01;20301030393;PCDDDI089005;-;SILLA DE MADERA C. CAFÉ;MALO;CALLE BOLIVAR S/N;DEPOSITO PISO 5;E-33;POL;31/3/2015;-
AF-2963;LA PAZ;OF-01;SILLA;PART-01;SIN CODIGO;01200-2156;-;SILLA DE MADERA C. CAFÉ;MALO;CALLE BOLIVAR S/N;DEPOSITO PATIO;E-33;POL;31/3/2015;-
AF-2964;LA PAZ;OF-01;SILLA;PART-01;SIN CODIGO;PCD00T092/33;-;SILLA DE MADERA C. CAFÉ;MALO;CALLE BOLIVAR S/N;DEPOSITO PISO 5;E-33;POL;31/3/2015;-
AF-2965;LA PAZ;OF-01;SILLA;PART-01;SIN CODIGO;PCDDDI089005;-;SILLA DE MADERA C. CAFÉ;MALO;CALLE BOLIVAR S/N;DEPOSITO PISO 5;E-33;POL;31/3/2015;-
AF-2966;LA PAZ;OF-01;SILLA;PART-01;SIN CODIGO;RA57004;-;SILLA DE MADERA C. CAFÉ;MALO;CALLE BOLIVAR S/N;DEPOSITO PISO 5;E-33;POL;31/3/2015;-
AF-2967;LA PAZ;OF-01;SILLA;PART-01;SIN CODIGO;SIN CODIGO;-;SILLA DE MADERA C. CAFÉ;MALO;CALLE BOLIVAR S/N;DEPOSITO PISO 5;E-33;POL;31/3/2015;-
AF-2968;LA PAZ;OF-01;SILLA;PART-01;SIN CODIGO;SIN CODIGO;-;SILLA DE MADERA C. CAFÉ;MALO;CALLE BOLIVAR S/N;DEPOSITO PISO 5;E-33;POL;31/3/2015;-
AF-2969;LA PAZ;OF-01;SILLA;PART-01;SIN CODIGO;SIN CODIGO;-;SILLA DE MADERA C. CAFÉ;MALO;CALLE BOLIVAR S/N;DEPOSITO PISO 5;E-33;POL;31/3/2015;-
AF-2970;LA PAZ;OF-01;SILLA;PART-01;20301030014;PCGDIP33/1122;-;SILLA DE MADERA C. ROBLE;MALO;CALLE BOLIVAR S/N;DEPOSITO PATIO;E-33;POL;31/3/2015;-
AF-2971;LA PAZ;OF-01;SILLA;PART-01;20301030247;SEP-SMA-LP-009;-;SILLA DE MADERA C. ROBLE;MALO;CALLE BOLIVAR S/N;DEPOSITO PISO 5;E-33;POL;31/3/2015;-
AF-2972;LA PAZ;OF-01;SILLA;PART-01;20301030359;SIN CODIGO;-;SILLA DE MADERA C. ROBLE;MALO;CALLE BOLIVAR S/N;DEPOSITO PATIO;E-33;POL;31/3/2015;-
AF-2973;LA PAZ;OF-01;SILLA;PART-01;20301030058;PCDDDI033003;-;SILLA DE MADERA CON APOYA BRAZOS C. ROJO TAPIZ DE TELA C. CAFÉ;MALO;CALLE BOLIVAR S/N;DEPOSITO PISO 5;E-33;POL;31/3/2015;-
AF-2974;LA PAZ;OF-01;SILLA;PART-01;20301030085;01-20-02-0166;-;"SILLA DE MADERA CON APOYA BRAZOS CON TAPIZ DE CUERINA  C. CAFÉ
TAPIZ DE CUERINA C. CAFÉ";MALO;CALLE BOLIVAR S/N;DEPOSITO PISO 5;E-33;POL;31/3/2015;-
AF-2975;LA PAZ;OF-01;SILLA;PART-01;SIN CODIGO;PCDDDI080029;-;SILLA DE MADERA CON APOYA BRAZOS TAPIZ COLOR GUINDO;MALO;CALLE BOLIVAR S/N;DEPOSITO PISO 1;E-33;POL;31/3/2015;-
AF-2976;LA PAZ;OF-01;SILLA;PART-01;20301030068;SIN CODIGO;-;SILLA DE MADERA CON APOYA BRAZOS TAPIZ DE CUERINA C. VERDE;MALO;CALLE BOLIVAR S/N;DEPOSITO PATIO;E-33;POL;31/3/2015;-
AF-2977;LA PAZ;OF-01;SILLA;PART-01;20301030079;SIN CODIGO;-;SILLA DE MADERA CON APOYA BRAZOS TAPIZ DE CUERINA C. VERDE;MALO;CALLE BOLIVAR S/N;DEPOSITO PATIO;E-33;POL;31/3/2015;-
AF-2978;LA PAZ;OF-01;SILLA;PART-01;20301030322;PCDDDI089003;-;SILLA DE MADERA CON APOYA BRAZOS Y  TAPIZ DE CUERINA C. CAFÉ;MALO;CALLE BOLIVAR S/N;DEPOSITO PATIO;E-33;POL;31/3/2015;-
AF-2979;LA PAZ;OF-01;SILLA;PART-01;20301030325;SIN CODIGO;-;SILLA DE MADERA CON APOYA BRAZOS Y  TAPIZ DE CUERINA C. CAFÉ;MALO;CALLE BOLIVAR S/N;DEPOSITO PATIO;E-33;POL;31/3/2015;-
AF-2980;LA PAZ;OF-01;SILLA;PART-01;20301030101;012002-0167;-;SILLA DE MADERA CON APOYA BRAZOS Y TAPIZ DE CUERINA C. CAFÉ;MALO;CALLE BOLIVAR S/N;DEPOSITO PISO 5;E-33;POL;31/3/2015;-
AF-2981;LA PAZ;OF-01;SILLA;PART-01;20301030234;PCDDDI084019;-;SILLA DE MADERA CON APOYA BRAZOS Y TAPIZ DE CUERINA C. CAFÉ;MALO;CALLE BOLIVAR S/N;DEPOSITO PISO 5;E-33;POL;31/3/2015;-
AF-2982;LA PAZ;OF-01;SILLA;PART-01;20301030323;012902-0189;-;SILLA DE MADERA CON APOYA BRAZOS Y TAPIZ DE CUERINA C. CAFÉ;MALO;CALLE BOLIVAR S/N;DEPOSITO PISO 5;E-33;POL;31/3/2015;-
AF-2983;LA PAZ;OF-01;SILLA;PART-01;20301030324;012002-0155;-;SILLA DE MADERA CON APOYA BRAZOS Y TAPIZ DE CUERINA C. CAFÉ;MALO;CALLE BOLIVAR S/N;DEPOSITO PISO 5;E-33;POL;31/3/2015;-
AF-2984;LA PAZ;OF-01;SILLA;PART-01;20301030387;012002-0165;-;SILLA DE MADERA CON APOYA BRAZOS Y TAPIZ DE CUERINA C. GUINDO;MALO;CALLE BOLIVAR S/N;DEPOSITO PISO 4;E-33;POL;31/3/2015;PARA DAR DE BAJA
AF-2985;LA PAZ;OF-01;SILLA;PART-01;SIN CODIGO;PCDDDI082039;-;SILLA DE MADERA CON APOYA BRAZOS Y TAPIZ DE TELA BEIGE;MALO;CALLE BOLIVAR S/N;DEPOSITO PISO 5;E-33;POL;31/3/2015;-
AF-2986;LA PAZ;OF-13;PARLANTE;PART-06;20306040014;PCGDNI030014;-;PARLANTES MARCA NARA CON BAFER DE 3 PIEZAS C. NEGRO;REGULAR;CALLE BOLIVAR S/N;ACTIVOS FIJOS;E-33;POL;31/3/2015;-
AF-2987;LA PAZ;OF-01;SILLA;PART-01;20301030021;PCDDDI034006;-;SILLA DE MADERA CON APOYA BRAZOS Y TAPIZ DE TELA C. CAFÉ;MALO;CALLE BOLIVAR S/N;DEPOSITO PISO 5;E-33;POL;31/3/2015;-
AF-2988;LA PAZ;OF-01;SILLA;PART-01;20301030072;PCDDDI068015;-;SILLA DE MADERA CON APOYA BRAZOS Y TAPIZ DE TELA C. CAFÉ;MALO;CALLE BOLIVAR S/N;DEPOSITO PISO 5;E-33;POL;31/3/2015;-
AF-2989;LA PAZ;OF-01;SILLA;PART-01;20301030249;PCDDDI084018;-;SILLA DE MADERA CON APOYA BRAZOS Y TAPIZ DE TELA C. CAFÉ;MALO;CALLE BOLIVAR S/N;DEPOSITO PISO 5;E-33;POL;31/3/2015;-
AF-2990;LA PAZ;OF-13;SILLA;PART-01;20301030326;PCDDDI071029;-;SILLA DE MADERA CON APOYA BRAZOS Y TAPIZ DE TELA C. CAFÉ;REGULAR;CALLE BOLIVAR S/N;ACTIVOS FIJOS;E-33;POL;31/3/2015;-
AF-2991;LA PAZ;OF-01;SILLA;PART-01;20301030059;PCDDDI080029;-;SILLA DE MADERA CON APOYA BRAZOS Y TAPIZ DE TELA C. GUINDO;MALO;CALLE BOLIVAR S/N;DEPOSITO PATIO;E-33;POL;31/3/2015;-
